INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES);SECTOR IES;CARACTER IES;MUNICIPIO DE DOMICILIO DE LA IES;PROGRAMA ACADÉMICO;ÁREA DE CONOCIMIENTO;SEXO;AÑO;SEMESTRE;MATRICULADOS 
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;OPTOMETRIA;Ciencias de la salud;Mujer;2019;1;42
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;OPTOMETRIA;Ciencias de la salud;Mujer;2019;2;32
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;TERAPIA RESPIRATORIA;Ciencias de la salud;Hombre;2019;1;12
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;TERAPIA RESPIRATORIA;Ciencias de la salud;Hombre;2019;2;10
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;TERAPIA RESPIRATORIA;Ciencias de la salud;Mujer;2019;1;39
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;TERAPIA RESPIRATORIA;Ciencias de la salud;Mujer;2019;2;19
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;FISIOTERAPIA;Ciencias de la salud;Hombre;2019;1;56
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;FISIOTERAPIA;Ciencias de la salud;Hombre;2019;2;49
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;FISIOTERAPIA;Ciencias de la salud;Mujer;2019;1;97
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;FISIOTERAPIA;Ciencias de la salud;Mujer;2019;2;71
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa d;PROFESIONAL EN  AGROINDUSTRIA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2019;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa d;BIOLOGIA;Matemáticas y ciencias naturales;Hombre;2019;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa d;BIOLOGIA;Matemáticas y ciencias naturales;Hombre;2019;2;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa d;BIOLOGIA;Matemáticas y ciencias naturales;Mujer;2019;1;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa d;BIOLOGIA;Matemáticas y ciencias naturales;Mujer;2019;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa d;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Hombre;2019;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa d;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Hombre;2019;2;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIA;PRIVADA;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Hombre;2019;1;7
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIA;PRIVADA;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Mujer;2019;1;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA EN PROCESOS SOSTENIBLES DE LAS MADERAS;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;22
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA EN PROCESOS SOSTENIBLES DE LAS MADERAS;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;23
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA EN PROCESOS SOSTENIBLES DE LAS MADERAS;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;24
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA EN PROCESOS SOSTENIBLES DE LAS MADERAS;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;26
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA EN PROCESOS AGROINDUSTRIALES;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;38
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA EN PROCESOS AGROINDUSTRIALES;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;44
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA EN PROCESOS AGROINDUSTRIALES;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;54
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA EN PROCESOS AGROINDUSTRIALES;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;53
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA DE MANUFACTURA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;39
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA DE MANUFACTURA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;49
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA DE MANUFACTURA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;18
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA DE MANUFACTURA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;35
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;37
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;31
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN PRODUCCIÓN FORESTAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;20
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN PRODUCCIÓN FORESTAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;22
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;58
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;66
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;20
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;63
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;63
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;66
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;78
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;49
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;66
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MEDICINA;Ciencias de la salud;Hombre;2020;1;203
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MEDICINA;Ciencias de la salud;Hombre;2020;2;713
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MEDICINA;Ciencias de la salud;Mujer;2020;1;319
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MEDICINA;Ciencias de la salud;Mujer;2020;2;1160
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;285
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;269
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;54
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;53
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;156
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;85
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;33
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;16
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;241
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;212
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;175
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;176
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;200
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;156
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;20
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;18
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;52
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;41
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;26
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;24
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNICO PROFESIONAL EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;96
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNICO PROFESIONAL EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;70
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNICO PROFESIONAL EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;11
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNICO PROFESIONAL EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN ATENCIÓN PREHOSPITALARIA;Ciencias de la salud;Hombre;2020;1;30
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN ATENCIÓN PREHOSPITALARIA;Ciencias de la salud;Hombre;2020;2;31
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN ATENCIÓN PREHOSPITALARIA;Ciencias de la salud;Mujer;2020;1;79
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN ATENCIÓN PREHOSPITALARIA;Ciencias de la salud;Mujer;2020;2;53
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;69
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;60
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Hombre;2020;2;54
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Mujer;2020;2;50
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;NUTRICION Y DIETETICA;Ciencias de la salud;Hombre;2020;1;21
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;NUTRICION Y DIETETICA;Ciencias de la salud;Hombre;2020;2;12
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;NUTRICION Y DIETETICA;Ciencias de la salud;Mujer;2020;1;99
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;NUTRICION Y DIETETICA;Ciencias de la salud;Mujer;2020;2;56
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA CIVIL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;98
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA CIVIL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;40
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA CIVIL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;41
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA CIVIL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;19
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA COMERCIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;17
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA COMERCIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;5
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA COMERCIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;12
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA COMERCIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;12
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;ENFERMERIA;Ciencias de la salud;Hombre;2020;1;13
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;ENFERMERIA;Ciencias de la salud;Mujer;2020;1;68
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MICROBIOLOGÍA;Matemáticas y ciencias naturales;Hombre;2020;1;8
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MICROBIOLOGÍA;Matemáticas y ciencias naturales;Hombre;2020;2;6
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MICROBIOLOGÍA;Matemáticas y ciencias naturales;Mujer;2020;1;22
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MICROBIOLOGÍA;Matemáticas y ciencias naturales;Mujer;2020;2;16
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA FINANCIERA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;12
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA FINANCIERA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;5
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA FINANCIERA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;8
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA FINANCIERA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;3
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;16
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;10
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;7
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;5
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;TECNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;29
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;TECNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;46
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;TECNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;8
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;TECNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;19
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;33
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;9
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;6
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;3
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;ARQUITECTURA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;41
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;ARQUITECTURA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;18
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;ARQUITECTURA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;47
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;ARQUITECTURA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;15
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;INGENIERÍA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;24
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;INGENIERÍA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;9
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;INGENIERÍA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;16
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;INGENIERÍA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;3
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;ODONTOLOGÍA;Ciencias de la salud;Hombre;2020;1;19
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;ODONTOLOGÍA;Ciencias de la salud;Hombre;2020;2;3
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;ODONTOLOGÍA;Ciencias de la salud;Mujer;2020;1;21
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;ODONTOLOGÍA;Ciencias de la salud;Mujer;2020;2;12
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;5
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;ENTRENAMIENTO DEPORTIVO;Ciencias de la salud;Hombre;2020;1;44
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;ENTRENAMIENTO DEPORTIVO;Ciencias de la salud;Hombre;2020;2;26
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;ENTRENAMIENTO DEPORTIVO;Ciencias de la salud;Mujer;2020;1;4
