INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES);SECTOR IES;CARACTER IES;MUNICIPIO DE DOMICILIO DE LA IES;PROGRAMA ACADÉMICO;ÁREA DE CONOCIMIENTO;SEXO;AÑO;SEMESTRE;MATRICULADOS 
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;1;141
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;2;144
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;1;35
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;2;36
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;TECNOLOGIA EN SISTEMAS;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;1;4
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;TECNOLOGIA EN SISTEMAS;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;2;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;TECNOLOGIA EN SISTEMAS;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;2;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;INGENIERÍA INDUSTRIAL;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;1;135
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;INGENIERÍA INDUSTRIAL;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;2;107
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;INGENIERÍA INDUSTRIAL;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;1;102
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;INGENIERÍA INDUSTRIAL;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;2;86
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;TECNOLOGIA EN DESARROLLO DE SOFTWARE;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;1;127
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;TECNOLOGIA EN DESARROLLO DE SOFTWARE;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;2;91
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;TECNOLOGIA EN DESARROLLO DE SOFTWARE;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;1;45
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;UNIVERSIDAD;PEREIRA;TECNOLOGIA EN DESARROLLO DE SOFTWARE;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;2;37
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ENFERMERIA;CIENCIAS DE LA SALUD;HOMBRE;2019;1;460
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ENFERMERIA;CIENCIAS DE LA SALUD;HOMBRE;2019;2;476
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ENFERMERIA;CIENCIAS DE LA SALUD;MUJER;2019;1;804
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ENFERMERIA;CIENCIAS DE LA SALUD;MUJER;2019;2;790
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;INSTRUMENTACION QUIRURGICA;CIENCIAS DE LA SALUD;HOMBRE;2019;1;76
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;INSTRUMENTACION QUIRURGICA;CIENCIAS DE LA SALUD;HOMBRE;2019;2;88
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;INSTRUMENTACION QUIRURGICA;CIENCIAS DE LA SALUD;MUJER;2019;1;135
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;INSTRUMENTACION QUIRURGICA;CIENCIAS DE LA SALUD;MUJER;2019;2;147
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS;CIENCIAS DE LA SALUD;HOMBRE;2019;1;152
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS;CIENCIAS DE LA SALUD;HOMBRE;2019;2;125
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS;CIENCIAS DE LA SALUD;MUJER;2019;1;123
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS;CIENCIAS DE LA SALUD;MUJER;2019;2;101
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;OPTOMETRIA;CIENCIAS DE LA SALUD;HOMBRE;2019;1;121
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;OPTOMETRIA;CIENCIAS DE LA SALUD;HOMBRE;2019;2;132
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;OPTOMETRIA;CIENCIAS DE LA SALUD;MUJER;2019;1;171
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;OPTOMETRIA;CIENCIAS DE LA SALUD;MUJER;2019;2;172
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;TERAPIA RESPIRATORIA;CIENCIAS DE LA SALUD;HOMBRE;2019;1;85
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;TERAPIA RESPIRATORIA;CIENCIAS DE LA SALUD;HOMBRE;2019;2;86
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;TERAPIA RESPIRATORIA;CIENCIAS DE LA SALUD;MUJER;2019;1;141
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;TERAPIA RESPIRATORIA;CIENCIAS DE LA SALUD;MUJER;2019;2;137
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;FISIOTERAPIA;CIENCIAS DE LA SALUD;HOMBRE;2019;1;229
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;FISIOTERAPIA;CIENCIAS DE LA SALUD;HOMBRE;2019;2;247
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;FISIOTERAPIA;CIENCIAS DE LA SALUD;MUJER;2019;1;276
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;FISIOTERAPIA;CIENCIAS DE LA SALUD;MUJER;2019;2;291
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ODONTOLOGÍA;CIENCIAS DE LA SALUD;HOMBRE;2019;1;65
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ODONTOLOGÍA;CIENCIAS DE LA SALUD;HOMBRE;2019;2;66
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ODONTOLOGÍA;CIENCIAS DE LA SALUD;MUJER;2019;1;92
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ODONTOLOGÍA;CIENCIAS DE LA SALUD;MUJER;2019;2;85
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ENTRENAMIENTO DEPORTIVO;CIENCIAS DE LA SALUD;HOMBRE;2019;1;57
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ENTRENAMIENTO DEPORTIVO;CIENCIAS DE LA SALUD;HOMBRE;2019;2;77
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ENTRENAMIENTO DEPORTIVO;CIENCIAS DE LA SALUD;MUJER;2019;1;13
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;ENTRENAMIENTO DEPORTIVO;CIENCIAS DE LA SALUD;MUJER;2019;2;16
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;TECNOLOGIA EN COMPUTACION;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;BIOLOGIA;MATEMÁTICAS Y CIENCIAS NATURALES;HOMBRE;2019;1;18
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;BIOLOGIA;MATEMÁTICAS Y CIENCIAS NATURALES;HOMBRE;2019;2;11
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;BIOLOGIA;MATEMÁTICAS Y CIENCIAS NATURALES;MUJER;2019;1;22
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;BIOLOGIA;MATEMÁTICAS Y CIENCIAS NATURALES;MUJER;2019;2;16
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;INGENIERIA DE SISTEMAS;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;1;18
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;INGENIERIA DE SISTEMAS;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;2;24
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;INGENIERIA DE SISTEMAS;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;1;11
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;INGENIERIA DE SISTEMAS;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;2;7
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;PROFESIONAL EN  AGROINDUSTRIA;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;1;4
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;PROFESIONAL EN  AGROINDUSTRIA;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;1;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;TÉCNICA PROFESIONAL EN DESARROLLO DE APLICACIONES PARA MÓVILES;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;2;23
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;TÉCNICA PROFESIONAL EN DESARROLLO DE APLICACIONES PARA MÓVILES;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;2;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;TÉCNICA PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;1;120
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;TÉCNICA PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;HOMBRE;2019;2;87
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;TÉCNICA PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;1;48
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;TÉCNICA PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES;MUJER;2019;2;26
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;285
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;297
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;286
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;301
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;185
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;164
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;22
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;21
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;123
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;109
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;156
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;145
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MEDICINA;Ciencias de la salud;Hombre;2020;1;274
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MEDICINA;Ciencias de la salud;Hombre;2020;2;281
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MEDICINA;Ciencias de la salud;Mujer;2020;1;371
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MEDICINA;Ciencias de la salud;Mujer;2020;2;380
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;958
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;1007
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;161
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;182
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;775
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;834
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;160
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;164
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;1001
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;1025
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;860
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;905
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;751
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;796
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;100
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;99
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;228
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;230
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;131
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;142
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Hombre;2020;1;115
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Hombre;2020;2;165
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Mujer;2020;1;235
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Mujer;2020;2;264
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;265
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;263
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;35
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;39
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;59
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;76
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;84
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;69
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;1;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TECNOLOGÍA EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Mujer;2020;2;12
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNICO PROFESIONAL EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;1;333
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;TÉCNICO PROFESIONAL EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Hombre;2020;2;332
