Institución de Educación Superior (IES);Sector IES;Caracter IES;"Municipio de
domicilio de la IES";"Sexo del
Docente";"Máximo nivel de formación
del docente";"Tiempo de dedicación
del Docente";AÑO;Semestre;No. de Docentes
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Catedra;2021;1;224
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Catedra;2021;2;221
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2021;1;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2021;2;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;1;77
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;2;78
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;1;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;2;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;1;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;2;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Medio Tiempo;2021;1;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Medio Tiempo;2021;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Catedra;2021;1;223
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Catedra;2021;2;233
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Tecnológica;Catedra;2021;1;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Tecnológica;Catedra;2021;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Docente sin título;Tiempo Completo o Exclusiva;2021;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Docente sin título;Tiempo Completo o Exclusiva;2021;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Docente sin título;Medio Tiempo;2021;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Docente sin título;Catedra;2021;1;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Docente sin título;Catedra;2021;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2021;1;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2021;2;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2021;1;14
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2021;2;14
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2021;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2021;2;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Catedra;2021;1;20
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Catedra;2021;2;27
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;1;30
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;2;36
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;1;15
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;2;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Medio Tiempo;2021;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Medio Tiempo;2021;1;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Medio Tiempo;2021;2;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Catedra;2021;1;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Catedra;2021;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;1;12
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;2;11
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;1;29
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;2;30
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2021;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2021;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2021;1;16
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2021;2;15
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Catedra;2021;1;155
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Catedra;2021;2;157
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;1;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2021;1;38
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2021;2;37
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Medio Tiempo;2021;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Medio Tiempo;2021;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Catedra;2021;1;128
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Catedra;2021;2;131
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Tecnológica;Medio Tiempo;2021;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Tecnológica;Medio Tiempo;2021;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Tecnológica;Catedra;2021;1;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Tecnológica;Catedra;2021;2;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2021;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2021;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Medio Tiempo;2021;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Medio Tiempo;2021;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Medio Tiempo;2021;1;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Medio Tiempo;2021;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Catedra;2021;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Catedra;2021;2;8
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;1;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;2;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;1;10
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;2;15
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2021;1;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2021;2;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2021;1;3
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2021;2;4
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2021;1;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2021;2;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;51
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;51
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2021;1;7
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2021;2;10
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Catedra;2021;1;7
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Catedra;2021;2;6
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Catedra;2021;1;32
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Catedra;2021;2;31
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;7
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;6
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2021;1;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2021;2;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2021;1;13
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2021;2;10
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;1;7
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;2;7
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;1;21
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;2;20
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;1;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;2;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Medio Tiempo;2021;1;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Medio Tiempo;2021;2;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Medio Tiempo;2021;2;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Catedra;2021;1;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Catedra;2021;2;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;1;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;2;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;1;6
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;2;7
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;1;4
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;2;4
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;1;34
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;2;38
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2021;1;4
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2021;2;3
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Catedra;2021;1;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Catedra;2021;2;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Catedra;2021;1;22
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Maestría;Catedra;2021;2;21
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;4
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;4
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;1;3
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;2;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2021;1;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2021;2;1
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2021;1;13
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2021;2;12
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Universitaria;Catedra;2021;1;2
UNIVERSIDAD LIBRE;PRIVADA;Universidad;Pereira;MUJER;Universitaria;Catedra;2021;2;2
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;1;16
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;2;15
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2021;1;2
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2021;2;4
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;37
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;38
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2021;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Catedra;2021;1;26
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Maestría;Catedra;2021;2;30
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;5
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;5
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;1;9
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;2;8
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Técnico Profesional;Tiempo Completo o Exclusiva;2021;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Técnico Profesional;Tiempo Completo o Exclusiva;2021;2;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Tecnológica;Catedra;2021;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Especialización Tecnológica;Catedra;2021;2;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;2;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Catedra;2021;1;18
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Universitaria;Catedra;2021;2;15
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Tecnológica;Catedra;2021;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;HOMBRE;Tecnológica;Catedra;2021;2;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;1;6
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;2;6
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;1;23
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;2;22
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Maestría;Catedra;2021;1;17
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Maestría;Catedra;2021;2;15
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2021;1;15
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2021;2;12
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;2;1
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Universitaria;Catedra;2021;1;7
UNIVERSIDAD CATOLICA DE PEREIRA;PRIVADA;Universidad;Pereira;MUJER;Universitaria;Catedra;2021;2;8
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;1;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Medio Tiempo;2021;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Medio Tiempo;2021;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Catedra;2021;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;25
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;27
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;9
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;10
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Medio Tiempo;2021;1;5
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Medio Tiempo;2021;2;4
